drug_name,adr_category,description
cn1ccn(cc1)c2=c3c=cc=cc3=nc4=c(n2)c=c(c=c4)cl,Hepatobiliary disorders,1
cc1=cc2=c(c=c1c)n(c=n2)c3c(c(c(o3)co)op(=o)(o)oc(c)cnc(=o)ccc4(c(c5=nc4=c(c6=nc(=cc7=nc(=c(c8=nc5(c(c8ccc(=o)n)(c)cc(=o)n)c)c)c(c7ccc(=o)n)(c)cc(=o)n)c(c6ccc(=o)n)(c)c)c)cc(=o)n)c)o.[co],Hepatobiliary disorders,0
cn1c2ccc1c(c(c2)oc(=o)c3=cc=cc=c3)c(=o)oc,Hepatobiliary disorders,1
cn1ccc23c4c1cc5=c2c(=c(c=c5)oc)oc3c(c=c4)o,Hepatobiliary disorders,1
cc1=cc2=c(c=c1c)n(c=n2)c3c(c(c(o3)co)op(=o)(o)oc(c)cnc(=o)ccc4(c(c5=nc4=c(c6=nc(=cc7=nc(=c(c8=nc5(c(c8ccc(=o)n)(c)cc(=o)n)c)c)c(c7ccc(=o)n)(c)cc(=o)n)c(c6ccc(=o)n)(c)c)c)cc(=o)n)c)o.[c-]#n.[co],Hepatobiliary disorders,1
cc(=o)nc1ccc2=cc(=c(c(=c2c3=cc=c(c(=o)c=c13)oc)oc)oc)oc,Hepatobiliary disorders,1
cc(=o)occ(=o)c1(ccc2c1(cc(=o)c3c2ccc4=cc(=o)ccc34c)c)o,Hepatobiliary disorders,1
c1=cc2=c(c(=c1)occ(coc3=cc=cc4=c3c(=o)c=c(o4)c(=o)[o-])o)c(=o)c=c(o2)c(=o)[o-],Hepatobiliary disorders,1
ccn(c1=cc=cc=c1c)c(=o)c=cc,Hepatobiliary disorders,1
cc1=cc2=c(c=c1c)n(c=n2)c3c(c(c(o3)co)op(=o)(o)oc(c)cnc(=o)ccc4(c(c5c6(c(c(c(=n6)c(=c7c(c(c(=n7)c=c8c(c(c(=n8)c(=c4[n-]5)c)ccc(=o)n)(c)c)ccc(=o)n)(c)cc(=o)n)c)ccc(=o)n)(c)cc(=o)n)c)cc(=o)n)c)o.[c-]#n.[co+2],Hepatobiliary disorders,1
cn(c)ccc=c1c2=cc=cc=c2c=cc3=cc=cc=c31,Hepatobiliary disorders,1
cn(c)ccoc(=o)c(c1=cc=cc=c1)c2(cccc2)o,Hepatobiliary disorders,1
c1cnp(=o)(oc1)n(cccl)cccl,Hepatobiliary disorders,1
ccc1c(=o)n(cc(=o)n(c(c(=o)nc(c(=o)n(c(c(=o)nc(c(=o)nc(c(=o)n(c(c(=o)n(c(c(=o)n(c(c(=o)n(c(c(=o)n1)c(c(c)cc=cc)o)c)c(c)c)c)cc(c)c)c)cc(c)c)c)c)c)cc(c)c)c)c(c)c)cc(c)c)c)c,Hepatobiliary disorders,1
cn1ccc(=c2c3=cc=cc=c3c=cc4=cc=cc=c42)cc1,Hepatobiliary disorders,1
cc(=o)c1(ccc2c1(ccc3c2c=c(c4=cc(=o)c5cc5c34c)cl)c)oc(=o)c,Hepatobiliary disorders,1
cc12ccc3c(c1ccc2(c#c)o)ccc4=cc5=c(cc34c)c=no5,Hepatobiliary disorders,1
c1=cc2=c(c(=c1)o)c(=o)c3=c(c2=o)c=cc=c3o,Hepatobiliary disorders,1
c1c(=nc(=o)n1n=cc2=cc=c(o2)c3=cc=c(c=c3)[n+](=o)[o-])[o-],Hepatobiliary disorders,1
c1=cc(=cc=c1n)s(=o)(=o)c2=cc=c(c=c2)n,Hepatobiliary disorders,1
cc1c(c(cc(o1)oc2cc(cc3=c(c4=c(c(=c23)o)c(=o)c5=c(c4=o)c=cc=c5oc)o)(c(=o)c)o)n)o,Hepatobiliary disorders,1
cc(=o)n(cccccnc(=o)ccc(=o)n(cccccnc(=o)ccc(=o)n(cccccn)o)o)o,Hepatobiliary disorders,1
cccccc1=cc2=c(c3c=c(ccc3c(o2)(c)c)c)c(=c1)o,Hepatobiliary disorders,1
cncccn1c2=cc=cc=c2ccc3=cc=cc=c31,Hepatobiliary disorders,1
c1c(=o)nc2=c(c=c(c=c2)cl)c(=n1)c3=cc=cc=c3,Hepatobiliary disorders,1
cc1cc2c3ccc4=cc(=o)c=cc4(c3(c(cc2(c1c(=o)co)c)o)f)c,Hepatobiliary disorders,1
cc(=o)occ(=o)c1ccc2c1(ccc3c2ccc4=cc(=o)ccc34c)c,Hepatobiliary disorders,1
cc1cc2c3ccc4=cc(=o)c=cc4(c3(c(cc2(c1(c(=o)co)o)c)o)f)c,Hepatobiliary disorders,1
cc(cc1=cc=cc=c1)n,Hepatobiliary disorders,1
cn1ccc23ccccc2c1cc4=c3c=c(c=c4)oc,Hepatobiliary disorders,1
cn1c(=o)cn=c(c2=c1c=cc(=c2)cl)c3=cc=cc=c3,Hepatobiliary disorders,1
ccop(=s)(occ)oc1=nc(=nc(=c1)c)c(c)c,Hepatobiliary disorders,1
c1=cc=c(c(=c1)cc(=o)[o-])nc2=c(c=cc=c2cl)cl,Hepatobiliary disorders,1
cc1=c(c(=no1)c2=c(c=cc=c2cl)cl)c(=o)nc3c4n(c3=o)c(c(s4)(c)c)c(=o)[o-],Hepatobiliary disorders,1
ccn(cc)ccoc(=o)c1(ccccc1)c2ccccc2,Hepatobiliary disorders,1
c1cc(oc1co)n2c=nc3=c2nc=nc3=o,Hepatobiliary disorders,1
ccc(=c(cc)c1=cc=c(c=c1)o)c2=cc=c(c=c2)o,Hepatobiliary disorders,0
c1ccn(cc1)cccc(c2=cc=cc=c2)(c3=cc=cc=c3)o,Hepatobiliary disorders,1
ccccc(=o)occ(=o)c1c(cc2c1(cc(c3(c2cc(c4=cc(=o)c=cc43c)f)f)o)c)c,Hepatobiliary disorders,0
c1=cc(=c(c=c1c2=c(c=c(c=c2)f)f)c(=o)o)o,Hepatobiliary disorders,1
cccc(=o)oc1(ccc2c1(cc(c3(c2cc(c4=cc(=o)c=cc43c)f)f)o)c)c(=o)coc(=o)c,Hepatobiliary disorders,1
cc1c(c(cc(o1)oc2c(oc(cc2o)oc3c(oc(cc3o)oc4ccc5(c(c4)ccc6c5ccc7(c6(ccc7c8=cc(=o)oc8)o)c)c)c)c)o)o,Hepatobiliary disorders,1
cc1c(c(cc(o1)oc2c(oc(cc2o)oc3c(oc(cc3o)oc4ccc5(c(c4)ccc6c5cc(c7(c6(ccc7c8=cc(=o)oc8)o)c)o)c)c)c)o)o,Hepatobiliary disorders,1
cn1ccc23c4c1cc5=c2c(=c(c=c5)oc)oc3c(cc4)o,Hepatobiliary disorders,1
cc1(c(=o)n2c(c(=o)n3cccc3c2(o1)o)cc4=cc=cc=c4)nc(=o)c5cc6c(cc7=cnc8=cc=cc6=c78)n(c5)c,Hepatobiliary disorders,1
coc1=cc(=cc(=c1oc)oc)c(=o)occcn2cccn(cc2)cccoc(=o)c3=cc(=c(c(=c3)oc)oc)oc,Hepatobiliary disorders,1
cc(=o)oc1c(sc2=cc=cc=c2n(c1=o)cc[nh+](c)c)c3=cc=c(c=c3)oc,Hepatobiliary disorders,1
cc1=cc2=c(cc3c4c2(cccc4)ccn3c)c=c1,Hepatobiliary disorders,1
cn(c)ccoc(c1=cc=cc=c1)c2=cc=cc=c2,Hepatobiliary disorders,1
cn1ccc(cc1)oc(c2=cc=cc=c2)c3=cc=cc=c3,Hepatobiliary disorders,1
c1ccn(cc1)c2=nc(=nc3=c2n=c(n=c3n4ccccc4)n(cco)cco)n(cco)cco,Hepatobiliary disorders,1
cc1=c(c(=o)n(n1c)c2=cc=cc=c2)n(c)cs(=o)(=o)[o-],Hepatobiliary disorders,1
cc(c)n(ccc(c1=cc=cc=c1)(c2=cc=cc=n2)c(=o)n)c(c)c,Hepatobiliary disorders,1
c[n+]1=cc=cc(=c1)oc(=o)n(c)ccccccn(c)c(=o)oc2=c[n+](=cc=c2)c,Hepatobiliary disorders,1
ccn(cc)c(=s)ssc(=s)n(cc)cc,Hepatobiliary disorders,1
cccc(ccc)c(=o)o,Hepatobiliary disorders,1
cc1=c2c(c(=o)c3(c(cc4c(c3c(c(c2(c)c)(cc1oc(=o)c(c(c5=cc=cc=c5)nc(=o)oc(c)(c)c)o)o)oc(=o)c6=cc=cc=c6)(co4)oc(=o)c)o)c)o,Hepatobiliary disorders,1
c1c2cc3cc(cc1n3cc2=o)oc(=o)c4=cnc5=cc=cc=c54,Hepatobiliary disorders,1
c1cn(ccc1n2c3=c(c=c(c=c3)cl)nc2=o)cccn4c5=cc=cc=c5nc4=o,Hepatobiliary disorders,1
coc1=c(c=c2c(=c1)cc(c2=o)cc3ccn(cc3)cc4=cc=cc=c4)oc,Hepatobiliary disorders,1
ccnc1cc(s(=o)(=o)c2=c1c=c(s2)s(=o)(=o)n)c,Hepatobiliary disorders,1
cn(c)ccc=c1c2=cc=cc=c2csc3=cc=cc=c31,Hepatobiliary disorders,1
coc1=c(c=c2c(=c1)c(=nc(=n2)n3ccn(cc3)c(=o)c4coc5=cc=cc=c5o4)n)oc,Hepatobiliary disorders,1
cn(c)ccc=c1c2=cc=cc=c2coc3=cc=cc=c31,Hepatobiliary disorders,1
cc1c(c(c(o1)n2c=c(c(=o)nc2=o)f)o)o,Hepatobiliary disorders,1
cc1c2c(c3c(c(=o)c(=c(n)o)c(=o)c3(c(=o)c2=c(c4=c1c=cc=c4o)o)o)n(c)c)o,Hepatobiliary disorders,1
cc(c1=cc=cc=c1)(c2=cc=cc=n2)occn(c)c,Hepatobiliary disorders,0
c1cn(cc=c1n2c3=cc=cc=c3nc2=o)cccc(=o)c4=cc=c(c=c4)f,Hepatobiliary disorders,1
c1=cc(=c(c=c1c(c(c(=o)o)n)o)o)o,Hepatobiliary disorders,1
cn1c2=c(c(=o)n(c1=o)c)n(c=n2)cc(co)o,Hepatobiliary disorders,1
cc(c)(c)c1=cc=c(c=c1)c(=o)cccn2ccc(cc2)oc(c3=cc=cc=c3)c4=cc=cc=c4,Hepatobiliary disorders,1
c1=cc(=cc=c1coc(cn2c=cn=c2)c3=c(c=c(c=c3)cl)cl)cl,Hepatobiliary disorders,1
cc1=c(c(=c2c3c4c5c6=c(c(n4c(c(n3c)cc2=c1)o)coc(=o)c7(cs5)c8=cc(=c(c=c8ccn7)o)oc)c9=c(c(=c6oc(=o)c)c)oco9)o)oc,Hepatobiliary disorders,1
c1cc1c#cc2(c3=c(c=cc(=c3)cl)nc(=o)o2)c(f)(f)f,Hepatobiliary disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc(c)c(=o)n2cccc2c(=o)o,Hepatobiliary disorders,1
cc(=cc1=cc=cc=c1)c=c2c(=o)n(c(=s)s2)cc(=o)o,Hepatobiliary disorders,1
ccc1=cc=c(c=c1)c(=o)c(c)cn2ccccc2,Hepatobiliary disorders,1
c1c2c3=cc=cc=c3cc4=cc=cc=c4n2c(=n1)n,Hepatobiliary disorders,1
ccoc(cn1ccn(cc1)cc(c)c(=o)c2=cc=cc=c2)c3=cc=cc=c3,Hepatobiliary disorders,0
cc(c)c(c)c=cc(c)c1ccc2c1(cccc2=cc=c3cc(ccc3=c)o)c,Hepatobiliary disorders,1
ccc1c(c(c(c(=o)c(cc(c(c(c(c(c(=o)o1)c)oc2cc(c(c(o2)c)o)(c)oc)c)oc3c(c(cc(o3)c)n(c)c)o)(c)o)c)c)o)(c)o,Hepatobiliary disorders,1
ccc1c(c(c(c(=o)c(cc(c(c(c(c(c(=o)o1)c)oc2cc(c(c(o2)c)o)(c)oc)c)oc3c(c(cc(o3)c)n(c)c)oc(=o)ccc(=o)occ)(c)o)c)c)o)(c)o,Hepatobiliary disorders,1
c1c2=nn=cn2c3=c(c=c(c=c3)cl)c(=n1)c4=cc=cc=c4,Hepatobiliary disorders,1
cc12ccc3c(c1ccc2oc(=o)ccc4cccc4)ccc5=c3c=cc(=c5)o,Hepatobiliary disorders,1
ccccc(=o)oc1ccc2c1(ccc3c2ccc4=c3c=cc(=c4)o)c,Hepatobiliary disorders,1
cc12ccc3c(c1ccc2op(=o)(o)o)ccc4=c3c=cc(=c4)oc(=o)n(cccl)cccl,Hepatobiliary disorders,1
ccc(co)nccnc(cc)co,Hepatobiliary disorders,1
cc12ccc3c(c1ccc2(c#c)o)ccc4=c3c=cc(=c4)o,Hepatobiliary disorders,1
ccc1(cc(=o)nc1=o)c,Hepatobiliary disorders,1
ccoc(=o)c1c(=o)nc2=c(c=c(c=c2)cl)c(=n1)c3=cc=cc=c3f,Hepatobiliary disorders,1
cc(o)(p(=o)(o)o)p(=o)(o)o,Hepatobiliary disorders,1
ccncc(c1=cc(=cc=c1)o)o,Hepatobiliary disorders,1
ccc1=cc2=c(s1)n3c(=nn=c3cn=c2c4=cc=cc=c4cl)c,Hepatobiliary disorders,1
ccc1=cc=cc2=c1nc3=c2ccoc3(cc)cc(=o)o,Hepatobiliary disorders,1
cc1occ2c(o1)c(c(c(o2)oc3c4coc(=o)c4c(c5=cc6=c(c=c35)oco6)c7=cc(=c(c(=c7)oc)o)oc)o)o,Hepatobiliary disorders,1
cc(=o)occ(ccn1c=nc2=cn=c(n=c21)n)coc(=o)c,Hepatobiliary disorders,1
c1=c(n=c(s1)n=c(n)n)csccc(=ns(=o)(=o)n)n,Hepatobiliary disorders,1
c1=cc=c(c=c1)c(coc(=o)n)coc(=o)n,Hepatobiliary disorders,0
c1=cc=c(c=c1)c2=cc=c(c=c2)cc(=o)o,Hepatobiliary disorders,1
ccoc(=o)c1=c(nc(=c(c1c2=c(c(=cc=c2)cl)cl)c(=o)oc)c)c,Hepatobiliary disorders,1
cc(c)oc(=o)c(c)(c)oc1=cc=c(c=c1)c(=o)c2=cc=c(c=c2)cl,Hepatobiliary disorders,1
cc(cc1=cc=c(c=c1)o)ncc(c2=cc(=cc(=c2)o)o)o,Hepatobiliary disorders,1
c1cn(ccc12cnc(=o)o2)ccc3=cc=cc=c3,Hepatobiliary disorders,1
ccc(=o)n(c1ccn(cc1)ccc2=cc=cc=c2)c3=cc=cc=c3,Hepatobiliary disorders,1
cc(c)(c1=cc=c(c=c1)c(cccn2ccc(cc2)c(c3=cc=cc=c3)(c4=cc=cc=c4)o)o)c(=o)o,Hepatobiliary disorders,1
cc12ccc3c(c1ccc2c(=o)nc(c)(c)c)ccc4c3(c=cc(=o)n4)c,Hepatobiliary disorders,1
cc1=c(oc2=c(c1=o)c=cc=c2c(=o)occn3ccccc3)c4=cc=cc=c4,Hepatobiliary disorders,1
c1ccnc(c1)c[nh2+]c(=o)c2=c(c=cc(=c2)occ(f)(f)f)occ(f)(f)f,Hepatobiliary disorders,1
cc1=c(c(=no1)c2=c(c=cc=c2cl)f)c(=o)nc3c4n(c3=o)c(c(s4)(c)c)c(=o)o,Hepatobiliary disorders,1
c1=cc(=c(c=c1f)f)c(cn2c=nc=n2)(cn3c=nc=n3)o,Hepatobiliary disorders,1
c1=nc(=o)nc(=c1f)n,Hepatobiliary disorders,1
c1=nc2=c(n1c3c(c(c(o3)co)o)o)n=c(n=c2n)f,Hepatobiliary disorders,1
c1=nc2=c(n1c3c(c(c(o3)cop(=o)(o)o)o)o)n=c(n=c2n)f,Hepatobiliary disorders,1
cc(=o)occ(=o)c1(ccc2c1(cc(c3(c2ccc4=cc(=o)ccc43c)f)o)c)o,Hepatobiliary disorders,1
c1cn(ccn1cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)c(f)(f)f)cco,Hepatobiliary disorders,1
ccoc(=o)c1=c2cn(c(=o)c3=c(n2c=n1)c=cc(=c3)f)c,Hepatobiliary disorders,1
cc1(oc2cc3c4cc(c5=cc(=o)c=cc5(c4c(cc3(c2(o1)c(=o)co)c)o)c)f)c,Hepatobiliary disorders,1
cn1c(=o)cn=c(c2=c1c=cc(=c2)[n+](=o)[o-])c3=cc=cc=c3f,Hepatobiliary disorders,1
cc1(oc2cc3c4cc(c5=cc(=o)c=cc5(c4(c(cc3(c2(o1)c(=o)co)c)o)f)c)f)c,Hepatobiliary disorders,1
cc(=o)occ(=o)c12c(cc3c1(cc(c4(c3cc(c5=cc(=o)c=cc54c)f)f)o)c)oc(o2)(c)c,Hepatobiliary disorders,1
cc1cc2c3ccc(c3(cc(c2(c4(c1=cc(=o)c=c4)c)f)o)c)(c(=o)c)o,Hepatobiliary disorders,1
c1=c(c(=o)nc(=o)n1)f,Hepatobiliary disorders,1
cnccc(c1=cc=cc=c1)oc2=cc=c(c=c2)c(f)(f)f,Hepatobiliary disorders,1
cccccccccc(=o)occn1ccn(cc1)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)c(f)(f)f,Hepatobiliary disorders,0
ccn(cc)ccn1c(=o)cn=c(c2=c1c=cc(=c2)cl)c3=cc=cc=c3f,Hepatobiliary disorders,1
cc(c1=cc(=c(c=c1)c2=cc=cc=c2)f)c(=o)o,Hepatobiliary disorders,1
cc(c1=cc(=c(c=c1)c2=cc=cc=c2)f)c(=o)oc(c)oc(=o)c,Hepatobiliary disorders,1
cc(c)c(=o)nc1=cc(=c(c=c1)[n+](=o)[o-])c(f)(f)f,Hepatobiliary disorders,1
ccc(=o)oc1(c(cc2c1(cc(c3(c2cc(c4=cc(=o)c=cc43c)f)f)o)c)c)c(=o)scf,Hepatobiliary disorders,1
cc(c)n1c2=cc=cc=c2c(=c1c=cc(cc(cc(=o)o)o)o)c3=cc=c(c=c3)f,Hepatobiliary disorders,1
coccccc(=noccn)c1=cc=c(c=c1)c(f)(f)f,Hepatobiliary disorders,1
c1=cc(=cc=c1c(=o)nc(ccc(=o)o)c(=o)o)ncc2=cn=c3c(=n2)c(=o)n=c(n3)n,Hepatobiliary disorders,1
cc(cc1=cc=c(c=c1)oc)ncc(c2=cc(=c(c=c2)o)nc=o)o,Hepatobiliary disorders,1
c(=o)([o-])p(=o)([o-])[o-],Hepatobiliary disorders,1
cc1c(o1)p(=o)(o)o,Hepatobiliary disorders,1
ccc(=o)oc(c(c)c)op(=o)(ccccc1=cc=cc=c1)cc(=o)n2cc(cc2c(=o)[o-])c3ccccc3,Hepatobiliary disorders,1
c1=coc(=c1)cnc2=cc(=c(c=c2c(=o)o)s(=o)(=o)n)cl,Hepatobiliary disorders,1
cc1=nc=c(c(=n1)n)cn(c=o)c(=c(cco)sscc2ccco2)c,Hepatobiliary disorders,1
cc1c2ccc3(c(c2(ccc1o)c)c(cc4c3(cc(c4=c(ccc=c(c)c)c(=o)o)oc(=o)c)c)o)c,Hepatobiliary disorders,1
c1ccc(cc1)(cc(=o)o)cn,Hepatobiliary disorders,1
ccoc(=o)c1=cc=c(c=c1)oc(=o)cccccn=c(n)n,Hepatobiliary disorders,1
cn1ccc23c=cc(cc2oc4=c(c=cc(=c34)c1)oc)o,Hepatobiliary disorders,1
c1=nc2=c(n1coc(co)co)nc(=nc2=o)n,Hepatobiliary disorders,1
c1=cn(c(=o)n=c1n)c2c(c(c(o2)co)o)(f)f,Hepatobiliary disorders,1
cc1=cc(=c(c=c1)c)occcc(c)(c)c(=o)o,Hepatobiliary disorders,1
cc(c1ccc(c(o1)oc2c(cc(c(c2o)oc3c(c(c(co3)(c)o)nc)o)n)n)n)nc,Hepatobiliary disorders,1
cc1=cc=c(c=c1)s(=o)(=o)nc(=o)nn2cc3cccc3c2,Hepatobiliary disorders,1
ccc1=c(cn(c1=o)c(=o)nccc2=cc=c(c=c2)s(=o)(=o)nc(=o)nc3ccc(cc3)c)c,Hepatobiliary disorders,1
cc1=nc=c(n=c1)c(=o)nccc2=cc=c(c=c2)s(=o)(=o)nc(=o)nc3ccccc3,Hepatobiliary disorders,1
coc1=c(c=c(c=c1)cl)c(=o)nccc2=cc=c(c=c2)s(=o)(=o)nc(=o)nc3ccccc3,Hepatobiliary disorders,1
c[n+]1(ccc(c1)oc(=o)c(c2cccc2)(c3=cc=cc=c3)o)c,Hepatobiliary disorders,1
cc1(c2ccc3(c(c2(ccc1oc4c(c(c(c(o4)c(=o)o)o)o)oc5c(c(c(c(o5)c(=o)o)o)o)o)c)c(=o)c=c6c3(ccc7(c6cc(cc7)(c)c(=o)o)c)c)c)c,Hepatobiliary disorders,1
cn1c2cccc1cc(c2)nc(=o)c3=nn(c4=cc=cc=c43)c,Hepatobiliary disorders,1
coc1=cc=cc=c1occ(co)o,Hepatobiliary disorders,1
c1=cc(=c(c(=c1)cl)cc(=o)n=c(n)n)cl,Hepatobiliary disorders,1
c1cn(ccc1(c2=cc=c(c=c2)cl)o)cccc(=o)c3=cc=c(c=c3)f,Hepatobiliary disorders,1
cc(=o)oc1c=cc2c3cc4=c5c2(c1oc5=c(c=c4)oc(=o)c)ccn3c,Hepatobiliary disorders,1
ccccc(cc)cn1cc(cn(c1)cc(cc)cccc)(c)n,Hepatobiliary disorders,1
cccc[n+]1(c2cc(cc1c3c2o3)oc(=o)c(co)c4=cc=cc=c4)c,Hepatobiliary disorders,1
c1=cc=c2c(=c1)c=nn=c2nn,Hepatobiliary disorders,1
c1nc2=cc(=c(c=c2s(=o)(=o)n1)s(=o)(=o)n)cl,Hepatobiliary disorders,1
cc12ccc(=o)c=c1ccc3c2c(cc4(c3ccc4(c(=o)co)o)c)o,Hepatobiliary disorders,1
cc(=o)occ(=o)c1(ccc2c1(cc(c3c2ccc4=cc(=o)ccc34c)o)c)o,Hepatobiliary disorders,1
cccc(=o)oc1(ccc2c1(cc(c3c2ccc4=cc(=o)ccc34c)o)c)c(=o)co,Hepatobiliary disorders,1
cc12ccc(=o)c=c1ccc3c2c(cc4(c3ccc4(c(=o)coc(=o)ccc(=o)o)o)c)o,Hepatobiliary disorders,1
cn1ccc23c4c1cc5=c2c(=c(c=c5)o)oc3c(=o)cc4,Hepatobiliary disorders,1
ccn(cccc(c)nc1=c2c=cc(=cc2=nc=c1)cl)cco,Hepatobiliary disorders,1
c(=o)(n)no,Hepatobiliary disorders,1
c1cn(ccn1ccocco)c(c2=cc=cc=c2)c3=cc=c(c=c3)cl,Hepatobiliary disorders,1
cn1c2ccc1cc(c2)oc(=o)c(co)c3=cc=cc=c3,Hepatobiliary disorders,1
cc(c)c1=nn2c=cc=cc2=c1c(=o)c(c)c,Hepatobiliary disorders,1
cc(c)cc1=cc=c(c=c1)c(c)c(=o)o,Hepatobiliary disorders,1
c1=cc=c(c=c1)ccnn,Hepatobiliary disorders,0
ccn(cc)cc(=o)nc1=c(c=cc=c1c)c,Hepatobiliary disorders,1
cc1cc2c3ccc4=cc(=o)c=cc4(c3(c(cc2(c1(c(=o)coc(=o)c)o)c)o)f)c,Hepatobiliary disorders,1
cc1c(c(cc(o1)oc2cc(cc3=c(c4=c(c(=c23)o)c(=o)c5=cc=cc=c5c4=o)o)(c(=o)c)o)n)o,Hepatobiliary disorders,1
cc(c(c1=cc=c(c=c1)o)o)n2ccc(cc2)cc3=cc=cc=c3,Hepatobiliary disorders,1
c1cn(p(=o)(oc1)ncccl)cccl,Hepatobiliary disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc(c)c(=o)n2c(cn(c2=o)c)c(=o)o,Hepatobiliary disorders,1
cc(c1c2cc(=c(n2c1=o)c(=o)o)sccn=cn)o,Hepatobiliary disorders,1
cn(c)cccn1c2=cc=cc=c2ccc3=cc=cc=c31,Hepatobiliary disorders,1
c1=cn=cc=c1c2=cnc(=o)c(=c2)n,Hepatobiliary disorders,1
c1cccc(cc1)nc(p(=o)(o)o)p(=o)(o)o,Hepatobiliary disorders,1
cc1cc2=cc=cc=c2n1nc(=o)c3=cc(=c(c=c3)cl)s(=o)(=o)n,Hepatobiliary disorders,1
cc(c)(c)nc(=o)c1cn(ccn1cc(cc(cc2=cc=cc=c2)c(=o)nc3c(cc4=cc=cc=c34)o)o)cc5=cn=cc=c5,Hepatobiliary disorders,1
cc1=c(c2=c(n1c(=o)c3=cc=c(c=c3)cl)c=cc(=c2)oc)cc(=o)o,Hepatobiliary disorders,1
cc(=o)n(cc(cn(c1=c(c(=c(c(=c1i)c(=o)ncc(co)o)i)c(=o)ncc(co)o)i)c(=o)c)o)c2=c(c(=c(c(=c2i)c(=o)ncc(co)o)i)c(=o)ncc(co)o)i,Hepatobiliary disorders,1
cc(=o)n(cc(co)o)c1=c(c(=c(c(=c1i)c(=o)ncc(co)o)i)c(=o)ncc(co)o)i,Hepatobiliary disorders,1
cc(c(=o)nc1=c(c(=c(c(=c1i)c(=o)nc(co)co)i)c(=o)nc(co)co)i)o,Hepatobiliary disorders,1
cn(cc(co)o)c(=o)c1=c(c(=c(c(=c1i)c(=o)ncc(co)o)i)nc(=o)coc)i,Hepatobiliary disorders,1
c(co)n(c1=c(c(=c(c(=c1i)c(=o)ncc(co)o)i)c(=o)ncc(co)o)i)c(=o)co,Hepatobiliary disorders,0
cc(c)[n+]1(c2ccc1cc(c2)oc(=o)c(co)c3=cc=cc=c3)c,Hepatobiliary disorders,1
ccccc1=nc2(cccc2)c(=o)n1cc3=cc=c(c=c3)c4=cc=cc=c4c5=nnn=n5,Hepatobiliary disorders,1
ccc1=c2c=c(c=cc2=nc3=c1cn4c3=cc5=c(c4=o)coc(=o)c5(cc)o)oc(=o)n6ccc(cc6)n7ccccc7,Hepatobiliary disorders,1
c1=cc(=c(c=c1cl)c2=nc(=nc(=n2)n)n)cl,Hepatobiliary disorders,1
cc1(coc(c(c1nc)o)oc2c(cc(c(c2o)oc3c(c(c(c(o3)cn)o)o)o)n)nc(=o)c(cn)o)o,Hepatobiliary disorders,1
c(c(f)(f)f)(oc(f)f)cl,Hepatobiliary disorders,1
c1=cn=cc=c1c(=o)nn,Hepatobiliary disorders,1
c1c(c2c(o1)c(co2)o[n+](=o)[o-])o[n+](=o)[o-],Hepatobiliary disorders,1
cc1=c(c(c(=c(n1)c)c(=o)oc(c)c)c2=cc=cc3=non=c32)c(=o)oc,Hepatobiliary disorders,1
cn(c)ccoc1=cc=c(c=c1)cnc(=o)c2=cc(=c(c=c2)oc)oc,Hepatobiliary disorders,1
ccc(c)n1c(=o)n(c=n1)c2=cc=c(c=c2)n3ccn(cc3)c4=cc=c(c=c4)occ5coc(o5)(cn6c=nc=n6)c7=c(c=c(c=c7)cl)cl,Hepatobiliary disorders,1
cc1=c(c(=cc=c1)c)occ(=o)nc(cc2=cc=cc=c2)c(cc(cc3=cc=cc=c3)nc(=o)c(c(c)c)n4cccnc4=o)o,Hepatobiliary disorders,1
cnc1(ccccc1=o)c2=cc=cc=c2cl,Hepatobiliary disorders,1
cc(=o)n1ccn(cc1)c2=cc=c(c=c2)occ3coc(o3)(cn4c=cn=c4)c5=c(c=c(c=c5)cl)cl,Hepatobiliary disorders,1
cc(c1=cc=cc(=c1)c(=o)c2=cc=cc=c2)c(=o)o,Hepatobiliary disorders,1
c1cn2c(=cc=c2c(=o)c3=cc=cc=c3)c1c(=o)o,Hepatobiliary disorders,1
cn1ccc(=c2c3=c(c(=o)cc4=cc=cc=c42)sc=c3)cc1,Hepatobiliary disorders,1
cc(ccc1=cc=cc=c1)ncc(c2=cc(=c(c=c2)o)c(=o)n)o,Hepatobiliary disorders,1
c(c1c(c(c(c(o1)oc2c(oc(c2o)(co)o)co)o)o)o)o,Hepatobiliary disorders,1
c1ccn(cc1)cc2=cc(=nc=c2)occ=ccnc(=o)cs(=o)cc3=cc=co3,Hepatobiliary disorders,1
c1c(oc(s1)co)n2c=cc(=nc2=o)n,Hepatobiliary disorders,1
c1=cc(=c(c(=c1)cl)cl)c2=c(n=c(n=n2)n)n,Hepatobiliary disorders,1
cc1=c(c=cn=c1cs(=o)c2=nc3=cc=cc=c3n2)occ(f)(f)f,Hepatobiliary disorders,1
cc(c)oc(=o)cccc=ccc1c(cc(c1ccc(ccc2=cc=cc=c2)o)o)o,Hepatobiliary disorders,1
cc1=c(c=no1)c(=o)nc2=cc=c(c=c2)c(f)(f)f,Hepatobiliary disorders,1
